,S2Ctrl_7,WTCtrl_1,S2Ctrl_8,WTCtrl_2,S2Ctrl_9,WTCtrl_3,S2CYTO_10,WTCYTO_4,S2CYTO_11,WTCYTO_5,S2CYTO_12,WTCYTO_6
CEP72,376,341,221,804,237,323,74,152,75,115,127,114
CEP76,474,506,397,1075,521,598,220,485,164,312,414,379
CEP78,1153,1455,613,2107,1715,1268,202,455,119,139,367,320
CEP83,429,481,340,1001,584,670,117,304,92,170,314,268
CEP83-DT,22,16,15,44,23,21,4,10,2,2,4,4
CEP85,1007,886,1019,3064,1052,1216,93,268,102,243,132,189
CEP85L,850,921,614,1236,1048,1157,538,1097,253,493,953,764
CEP89,3294,2955,2523,5797,2691,2681,1055,2876,698,1270,1928,1560
CEP95,531,534,506,1481,594,672,183,479,179,311,479,325
CEP97,1085,1347,645,1868,1240,1467,260,722,181,360,602,567
CEPT1,615,865,590,1705,1128,1372,358,924,329,609,693,1010
CER1,0,0,0,0,0,0,0,0,0,0,0,0
CERCAM,13592,10555,31948,68353,24669,25145,9610,21839,14358,22480,15811,17383
CERK,6065,6382,5431,14173,6326,6320,1715,4292,907,1683,1906,1962
CERKL,2,0,0,0,0,45,0,0,0,0,0,0
CERNA1,4,9,2,24,18,8,2,19,2,14,10,4
CERNA2,0,0,0,0,0,0,0,0,0,0,0,0
CERNA3,2,0,0,0,0,0,0,0,0,0,0,0
CERS1,28,25,47,74,51,83,0,28,12,17,6,20
CERS2,6037,11343,9827,17349,11763,12643,6675,8665,4279,4938,7936,8692
CERS3,0,0,0,0,0,0,0,0,0,0,0,0
CERS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CERS4,0,0,0,16,10,33,0,4,4,20,45,66
CERS5,2013,2300,2404,4943,2566,2883,1671,3949,1877,3065,3004,2561
CERS6,2678,2610,1738,4161,2762,3481,1108,2450,406,775,1449,1325
CERS6-AS1,9,3,14,49,4,13,0,3,0,0,12,3
CES1,140,228,226,1526,61,26,264,641,232,679,66,59
CES1P1,74,41,28,279,6,9,55,149,51,96,5,6
CES1P2,12,7,5,29,0,0,0,12,4,13,0,0
CES2,1188,1285,1418,3383,1303,1379,1353,2337,979,1738,1190,1389
CES3,0,4,6,1,0,0,2,0,0,4,0,0
CES4A,36,34,80,355,47,69,63,141,62,148,56,127
CES5A,0,0,0,0,0,0,0,0,0,0,0,0
CES5AP1,0,0,0,0,0,0,0,0,0,0,0,0
CETN1,0,0,0,0,0,0,0,0,0,0,0,0
CETN2,4056,4190,4480,12883,4457,5329,2673,7083,2368,3979,5035,3963
CETN3,976,1055,1233,3549,1296,1316,500,1069,437,901,1031,1144
CETN4P,42,24,10,69,26,26,13,35,19,6,16,14
CETP,0,0,0,13,6,4,0,0,6,9,9,11
CFAP100,0,0,0,0,0,0,0,0,0,0,0,0
CFAP126,0,0,0,3,0,0,0,0,0,1,0,0
CFAP157,173,113,86,384,79,179,139,340,57,153,55,159
CFAP161,10,0,0,0,3,4,0,2,8,4,0,0
CFAP20,433,402,475,988,373,491,299,482,144,345,733,417
CFAP206,52,39,70,200,57,8,75,155,0,101,83,98
CFAP221,2,2,0,13,0,4,0,0,0,0,0,0
CFAP298,1679,893,2107,4635,1611,2149,1238,3443,727,1339,2295,1650
CFAP299,43,32,51,121,47,30,7,41,8,26,6,18
CFAP300,289,302,316,883,384,278,265,495,141,379,306,151
CFAP36,803,1902,598,1751,357,289,308,742,814,2049,1081,358
CFAP410,194,140,185,504,184,182,125,200,97,129,75,107
CFAP43,14,3,15,53,8,18,4,4,0,0,4,4
CFAP44,118,120,190,470,159,248,69,115,57,85,204,164
CFAP44-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CFAP45,71,64,83,153,81,66,94,251,86,138,210,149
CFAP46,16,25,49,64,41,54,11,50,24,40,45,37
CFAP47,0,0,0,0,0,0,0,0,0,0,0,0
CFAP52,0,0,0,6,0,0,0,0,2,0,0,0
CFAP53,32,29,50,169,36,37,23,54,37,42,50,52
CFAP54,105,137,81,213,131,130,100,258,37,33,125,137
CFAP57,43,29,57,141,20,62,11,29,14,36,15,25
CFAP58,71,105,51,163,77,61,103,215,70,122,164,164
CFAP58-DT,36,18,2,54,15,29,30,73,32,56,93,50
CFAP61,0,0,2,0,0,0,0,0,0,0,0,0
CFAP65,2,0,0,4,2,0,0,0,0,0,0,0
CFAP69,193,144,68,87,102,112,294,589,137,772,599,337
CFAP70,12,23,18,98,10,5,16,11,12,12,14,15
CFAP73,10,4,8,71,3,27,7,15,3,19,0,6
CFAP74,0,0,0,0,0,0,0,0,0,0,0,0
CFAP77,1,0,0,0,4,0,0,0,0,0,0,0
CFAP97,1687,1653,820,2707,2214,2309,825,2787,460,927,2456,1501
CFAP97D1,2,4,0,8,0,0,0,0,0,0,0,0
CFAP97D2,0,0,0,0,0,0,0,0,0,0,0,0
CFAP99,2,7,12,8,6,10,14,26,19,35,13,16
CFB,573,188,558,1976,689,837,4467,7184,12440,14009,8735,12083
CFC1,0,0,0,0,0,0,0,0,0,0,0,0
CFC1B,0,0,0,0,0,0,0,0,0,0,0,0
CFD,159,59,76,618,88,118,116,123,61,325,104,163
CFDP1,1686,1595,2006,6151,2247,2890,837,1662,673,1041,2143,1330
CFH,4022,7590,3150,15312,629,11766,13774,35095,17847,22549,21943,22804
CFHR1,221,215,362,969,269,314,1041,2663,1301,1927,1645,1793
CFHR2,0,0,0,0,0,0,0,0,0,0,0,0
CFHR3,58,72,0,3,106,124,272,681,0,0,1104,696
CFHR4,0,0,0,0,0,0,0,0,0,0,0,0
CFHR5,0,0,0,0,0,0,0,0,0,0,0,0
CFI,629,519,1115,2948,1067,1299,334,793,471,616,934,784
CFL1,34902,35849,30069,81060,25790,28268,13646,35844,15073,23911,22296,19707
CFL1P1,8,1,20,31,4,12,0,0,7,2,0,5
CFL1P2,0,0,1,3,0,1,0,0,0,1,0,0
CFL1P3,1,1,2,4,1,0,0,0,0,0,0,0
CFL1P4,1,3,2,6,0,0,0,0,0,1,2,0
CFL1P5,7,7,3,31,6,4,4,2,4,4,4,4
CFL1P6,0,0,0,0,0,0,0,0,0,0,0,0
CFL1P7,0,0,0,0,0,0,0,2,0,1,0,0
CFL1P8,0,0,0,0,0,0,0,0,0,0,0,0
CFL2,6634,6990,4715,11621,6230,7429,5722,14841,3650,7176,9467,8994
CFLAR,885,907,1276,5118,1291,1563,2604,7721,3319,3688,3174,2838
CFLAR-AS1,1,6,0,16,3,0,0,16,0,8,3,10
CFP,2,9,5,40,4,2,0,17,6,8,0,23
CFTR,0,0,0,0,1,0,0,0,0,2,0,2
CFTR-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CFTRP1,0,0,0,0,0,0,0,0,0,0,0,0
CFTRP2,0,0,0,0,0,0,0,0,0,0,0,0
CFTRP3,0,0,0,0,0,0,0,0,0,0,0,0
CGA,0,0,6,0,0,0,0,0,0,0,0,0
CGAS,607,665,346,961,693,866,379,1134,316,586,932,889
CGB1,2,3,2,3,2,1,0,2,3,3,0,0
CGB2,7,8,4,4,2,1,0,9,1,1,0,0
CGB3,15,7,8,13,3,6,3,11,2,3,0,0
CGB5,17,21,5,18,3,4,8,23,1,0,0,0
CGB7,22,25,20,37,24,28,5,35,38,28,35,31
CGB8,22,23,3,17,12,6,3,14,2,2,0,0
CGGBP1,4799,4919,3439,8200,6647,8013,2915,7233,2214,3863,6485,5884
CGN,0,5,0,2,0,6,0,6,0,0,0,0
CGNL1,27,28,85,80,40,32,10,8,156,64,65,101
CGREF1,287,158,251,1033,300,466,81,155,58,160,165,211
CGRRF1,331,522,328,994,437,527,356,910,280,333,350,374
CH17-340M24.3,59,45,92,296,92,61,20,38,23,43,38,24
CH25H,6,6,17,11,27,26,159,200,307,405,620,1347
CHAC1,74,89,148,240,47,129,504,966,861,970,429,881
CHAC2,419,470,283,912,406,507,76,271,40,112,135,110
CHAD,2,0,6,4,4,6,0,2,0,0,0,6
CHADL,20,21,65,77,47,55,10,20,7,10,8,13
CHAF1A,3854,3673,2236,7416,2348,2339,599,1581,235,630,998,809
CHAF1B,2198,2005,1053,3393,1635,1970,306,819,79,257,439,420
CHAMP1,2558,2397,1235,3456,397,2734,1271,3368,598,1071,2713,1682
CHAT,0,2,0,0,0,0,0,0,0,0,0,0
CHCHD1,1709,1458,1812,6448,1452,1533,686,1777,710,1387,929,1032
CHCHD10,224,92,369,1105,325,344,107,225,131,290,223,204
CHCHD2,13706,11543,16281,43161,11756,12163,8732,21627,8021,17451,7300,9088
CHCHD2P1,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P11,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P2,28,11,25,55,28,20,5,18,7,20,9,8
CHCHD2P3,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P4,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P5,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD2P6,18,8,49,75,11,14,6,9,10,35,14,13
CHCHD2P7,0,0,2,0,0,0,0,0,0,0,0,0
CHCHD2P8,0,0,0,1,0,1,0,0,0,0,0,0
CHCHD2P9,46,17,50,130,25,15,11,33,9,69,10,10
CHCHD3,3083,2991,2294,6882,2949,3269,1944,4457,1362,2496,4095,2652
CHCHD3P1,0,0,0,0,0,1,0,0,0,0,0,0
CHCHD3P2,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD3P3,2,2,1,1,0,2,1,5,0,0,0,2
CHCHD4,924,873,889,2825,910,945,695,1511,460,1019,1072,989
CHCHD4P2,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD4P3,5,1,15,2,9,3,1,7,6,5,2,6
CHCHD4P4,2,3,1,2,0,1,0,2,0,1,1,0
CHCHD4P5,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD5,534,440,737,2291,465,604,290,841,338,785,416,380
CHCHD6,448,375,538,1357,360,431,98,119,145,211,100,71
CHCHD7,878,1070,1133,3527,986,1142,529,1436,691,998,827,891
CHD1,1453,1767,782,2040,1439,1774,1100,2789,495,898,1940,1561
CHD1L,3527,3424,3224,1276,3196,572,1906,1237,436,2447,2814,660
CHD2,4071,1209,1033,3783,1352,1980,2186,2563,1178,1092,2811,1527
CHD3,1777,3176,5182,2902,3611,9480,1654,2294,568,952,3672,1288
CHD4,11064,11152,7579,18202,10473,11119,5323,13254,2493,5220,8075,7519
CHD5,2,2,2,9,6,4,4,2,10,0,0,4
CHD6,2200,2173,2290,4628,2371,2517,1719,4179,1023,1552,3062,2564
CHD7,326,385,201,639,362,409,200,426,75,198,350,315
CHD8,717,503,1175,2311,581,1224,365,1892,582,1012,847,577
CHD9,1379,1398,2716,2574,1934,2148,2016,1532,1073,997,2630,1604
CHDH,79,25,12,211,38,79,2,4,0,0,6,4
CHEK1,1348,1421,906,2334,1204,1874,449,1141,463,514,745,736
CHEK2,857,609,648,1590,878,972,362,503,237,377,386,442
CHEK2P2,0,0,0,0,0,0,0,0,0,0,0,0
CHEK2P3,0,0,0,0,0,0,0,0,0,0,0,0
CHEK2P4,0,0,0,0,0,0,0,0,0,0,0,0
CHEK2P5,0,0,0,0,0,0,0,0,0,0,0,0
CHERP,2500,2252,1937,4683,2368,2722,1371,3408,726,1639,1805,1803
CHFR,240,291,461,881,356,402,162,493,171,324,301,298
CHGA,0,0,2,0,0,0,0,0,0,0,0,0
CHGB,18,12,4,20,18,16,7,37,0,6,16,18
CHI3L1,1292,1002,1780,6640,3640,4628,5839,7702,7524,24037,13496,25581
CHI3L2,68,41,199,861,97,117,241,359,448,818,257,395
CHIA,0,0,0,0,0,0,0,0,0,0,0,0
CHIAP1,0,0,0,0,0,0,0,0,0,0,0,0
CHIAP2,0,0,0,0,0,0,0,0,0,0,0,0
CHIAP3,0,0,0,0,0,0,0,0,0,0,0,0
CHIC1,568,694,410,810,865,1066,399,1075,219,444,756,736
CHIC2,145,126,112,193,625,124,188,270,308,205,1684,1394
CHID1,1505,1470,2983,5753,2212,1619,1326,2122,1121,1848,1430,1279
CHIT1,0,2,0,7,6,0,0,0,8,34,0,11
CHKA,518,574,358,1275,541,611,168,344,104,232,222,183
CHKB,754,434,583,1699,468,580,368,663,372,614,352,582
CHKB-CPT1B,103,124,43,225,11,37,69,133,19,58,78,92
CHKB-DT,21,14,53,136,31,17,18,39,31,43,16,23
CHL1,623,367,126,1589,50,127,532,732,209,718,16,54
CHL1-AS1,1,0,0,2,0,0,0,0,1,1,0,1
CHL1-AS2,0,0,0,6,0,0,0,0,0,3,0,0
CHM,1876,2090,1556,3899,2228,2546,1719,4285,1007,2044,3114,2654
CHML,2433,2852,1136,2851,2489,3137,688,1925,248,514,1223,1060
CHMP1A,4223,3054,5266,9990,3589,4921,2548,7633,2583,4950,2258,2604
CHMP1AP1,0,0,0,0,0,0,0,0,0,0,0,0
CHMP1B,6536,6086,5026,13396,6701,6108,3245,7479,2211,3720,4479,4511
CHMP1B-AS1,0,0,0,0,0,0,0,3,0,0,0,0
CHMP1B2P,12,23,49,176,0,6,0,0,4,10,0,0
CHMP2A,2286,2524,2781,8934,3519,4364,2523,4848,2182,3795,3125,2900
CHMP2B,1786,1526,990,4224,1055,1249,1085,2952,1139,1681,1711,1689
CHMP3,7486,7241,7012,19624,7958,8479,3688,9799,2998,5334,6354,5035
CHMP4A,713,610,944,3452,769,1120,444,862,393,522,767,743
CHMP4B,5352,5175,6185,15966,6048,6577,5270,12986,4972,8462,10713,8317
CHMP4BP1,2,0,0,6,0,2,0,0,0,0,0,0
CHMP4C,0,0,0,0,0,0,0,20,0,0,2,6
CHMP5,4079,4024,4143,2243,4828,5210,5775,12848,5773,9611,10334,10090
CHMP6,1830,1710,1864,5285,1798,1883,1161,2907,812,1703,1098,1218
CHMP7,1961,2091,1355,5431,2046,2217,964,3019,1479,3143,1726,2027
CHN1,635,470,414,1157,583,913,113,275,124,235,317,374
CHN2,8,0,0,80,0,0,0,1,0,0,0,0
CHODL,16,13,0,12,0,12,0,6,0,0,0,4
CHODL-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CHORDC1,991,1000,1303,3228,1449,1835,573,1472,499,1155,2026,1397
CHORDC2P,0,0,0,0,0,0,0,0,0,0,0,0
CHP1,3953,1030,2845,5679,3988,1550,2044,5129,959,2088,2974,2675
CHP2,0,0,0,0,0,0,0,0,0,0,0,0
CHPF,9203,8148,27588,38084,13061,12032,8221,23287,11916,17762,9953,11890
CHPF2,5579,5476,9016,23565,5662,5331,5759,11314,5381,10544,4088,8431
CHPT1,1590,1710,676,3585,1038,2330,1129,2368,706,1291,1663,1910
CHRAC1,1757,1779,1244,3433,1070,1309,840,2278,474,737,804,712
CHRD,59,34,25,167,53,94,120,271,135,284,125,239
CHRDL1,1203,414,263,1605,951,1361,424,336,72,237,433,590
CHRDL2,2,0,2,31,5,6,6,10,12,27,14,30
CHRFAM7A,0,2,0,15,0,0,0,0,0,3,0,0
CHRM1,0,0,0,0,0,0,0,0,0,6,0,0
CHRM2,64,193,305,106,88,103,39,141,33,22,22,18
CHRM3,15,18,15,87,8,4,0,6,2,0,0,0
CHRM3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CHRM3-AS2,0,0,0,2,0,0,0,0,0,0,0,0
CHRM4,0,0,0,4,6,3,0,4,0,0,0,2
CHRM5,6,0,3,3,0,4,4,9,0,0,0,0
CHRNA1,38,37,3,3,25,34,36,69,53,51,78,56
CHRNA10,36,19,30,106,27,31,10,21,4,17,20,17
CHRNA2,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA3,6,12,0,5,4,5,1,2,0,0,0,0
CHRNA4,0,0,0,0,0,0,0,1,0,0,0,0
CHRNA5,289,324,165,397,75,96,73,190,38,94,15,46
CHRNA6,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA7,0,2,1,6,1,2,1,1,0,6,0,1
CHRNA9,0,8,0,10,5,0,0,0,0,0,0,0
CHRNB1,181,203,343,1094,262,268,172,389,320,443,220,298
CHRNB2,0,2,2,8,0,2,2,6,4,0,0,8
CHRNB3,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB4,0,0,0,2,0,0,0,0,2,0,0,0
CHRND,0,0,0,0,0,0,0,0,0,0,0,4
CHRNE,39,10,85,124,31,54,28,37,29,56,21,33
CHRNG,0,0,0,0,0,0,0,0,0,0,0,0
CHST1,183,122,86,1013,818,887,69,111,28,85,90,125
CHST10,771,640,646,1330,612,608,254,613,115,215,350,298
CHST11,477,1811,809,1648,4014,733,1046,1848,2928,2354,2421,1941
CHST12,1134,737,1452,2687,2079,1988,843,1866,736,1364,1140,642
CHST13,0,0,0,0,0,0,2,0,0,0,0,0
CHST14,2821,2355,2835,8210,3014,3289,969,2464,773,1409,1296,1447
CHST15,646,525,594,1332,736,877,327,664,459,797,566,565
CHST2,1149,1223,668,1677,880,1010,575,1552,280,450,585,555
CHST3,5846,5769,6568,0,7877,7089,655,5770,796,1925,2865,1746
CHST4,13,4,4,36,2,11,2,2,0,9,0,4
CHST5,6,0,6,6,0,0,4,8,0,0,0,0
CHST6,71,51,64,294,118,140,18,28,4,19,12,15
CHST7,453,390,488,1118,390,406,304,1012,257,549,453,453
CHST8,4,4,0,4,4,0,0,8,0,2,0,0
CHST9,0,0,0,0,0,0,0,0,0,0,0,0
CHSY1,4055,4687,4489,9482,5567,5783,3826,9797,2698,4430,6840,6380
CHSY3,1065,1246,1732,2234,1554,1543,555,1492,434,587,1105,965
CHTF18,917,333,343,2546,365,463,134,120,18,90,147,55
CHTF8,1195,986,1184,2996,1105,1220,579,1504,538,1102,820,909
CHTF8P1,3,2,2,4,1,1,1,1,1,0,1,1
CHTOP,1896,1592,1718,3034,1952,2286,998,2660,811,1916,1153,1513
CHUK,2345,2811,1525,4141,2241,2367,1172,3389,597,1199,1685,1533
CHURC1,1083,1009,1061,3085,1463,1233,699,1439,716,1051,1238,1151
CHURC1-FNTB,809,562,903,1689,1,821,206,722,154,556,414,467
CIAO1,4144,4116,4286,11598,4529,4681,2290,5175,1562,2839,3105,3170
CIAO2A,1647,1129,1228,3857,1210,1331,615,1924,557,1252,913,1032
CIAO2B,592,1293,1918,7374,632,1845,1414,3608,1651,3072,1159,1322
CIAO3,847,704,879,2220,796,807,425,1210,431,885,442,614
CIAPIN1,1357,2181,1558,3450,1276,1736,677,1863,549,1062,909,854
CIAPIN1P,10,7,20,23,14,12,2,18,3,8,6,12
CIART,946,894,699,2688,943,927,213,648,337,379,438,473
CIB1,3925,3972,6766,21463,5073,5297,3236,7966,3310,6327,3179,4127
CIB2,60,51,108,228,68,107,16,50,21,37,30,23
CIB3,0,0,0,4,0,0,0,0,0,0,0,0
CIB4,0,0,0,0,0,0,0,0,0,0,0,0
CIC,455,525,299,838,147,424,267,373,46,240,167,150
CICP1,0,0,0,0,0,0,0,0,0,0,0,1
CICP10,0,0,0,0,0,0,0,0,0,0,0,0
CICP11,0,0,0,0,0,0,0,0,0,0,1,0
CICP12,0,0,0,0,0,0,0,0,0,0,0,0
CICP13,5,4,6,11,6,12,4,9,3,3,5,2
CICP14,0,0,0,0,0,0,0,54,0,0,0,0
CICP16,8,3,12,22,4,8,0,3,0,5,2,11
CICP17,0,0,0,1,1,1,0,1,0,0,0,0
CICP18,9,8,2,7,4,8,2,10,1,2,3,5
CICP19,2,1,0,2,2,2,1,1,0,1,0,0
CICP2,0,0,0,0,0,0,0,0,0,0,0,1
CICP20,0,0,2,3,0,0,0,0,0,0,0,0
CICP22,2,0,0,4,0,2,0,3,0,0,2,0
CICP23,2,1,0,3,2,3,2,2,0,0,0,0
CICP24,0,0,0,1,0,0,0,0,0,0,0,0
CICP26,1,2,1,3,1,2,0,1,0,0,1,1
CICP27,7,5,5,11,5,10,3,5,1,3,2,3
CICP3,4,4,0,4,4,5,1,3,2,2,0,1
CICP4,11,7,5,9,8,7,2,11,1,3,4,8
CICP5,6,2,4,9,5,7,3,6,0,3,4,2
CICP6,2,1,1,3,3,2,0,2,0,2,1,1
CICP7,5,3,1,5,6,6,1,5,1,2,1,1
CICP8,0,0,0,0,0,0,0,0,0,0,0,0
CICP9,1,0,0,0,0,0,0,0,0,0,0,0
CIDEA,0,0,0,0,0,0,0,0,0,0,0,0
CIDEB,156,86,92,366,107,153,34,69,7,44,34,64
CIDEC,0,0,2,2,0,0,0,0,0,0,0,0
CIDECP,418,291,667,1556,303,352,276,447,271,686,384,412
CIITA,550,1566,361,970,231,349,1661,3990,2480,2949,2029,1352
CILP,8,8,11,28,6,6,0,0,0,2,6,4
CILP2,12,19,35,40,17,14,31,43,0,12,22,18
CINP,1655,1553,1785,4809,1636,1715,742,1653,591,1090,1061,840
CIP2A,4734,4437,2046,6135,3693,4537,568,1334,210,392,865,679
CIPC,812,877,744,1909,1075,1176,142,1855,339,740,1048,1011
CIR1,1629,1432,1634,3810,1877,2256,2002,5198,1490,2472,4715,3577
CIR1P1,0,0,0,0,0,0,0,0,0,0,0,0
CIR1P2,0,0,0,0,0,0,0,0,0,0,0,0
CIR1P3,0,0,0,0,0,0,0,0,0,0,0,0
CIRBP,3451,3366,1702,4677,2855,2943,2859,3801,1242,2079,2202,1470
CIRBP-AS1,77,77,106,444,90,141,63,136,50,143,93,117
CISD1,1621,1551,1834,6344,1908,1900,897,1813,936,1881,1221,1540
CISD1P1,0,0,0,1,0,0,0,0,0,0,0,0
CISD2,732,1753,175,1771,787,895,972,473,813,609,1445,1030
CISD3,1848,986,1747,6091,1904,1877,844,1836,488,1161,1029,1060
CISH,96,89,142,372,130,145,26,58,84,86,50,86
CISTR,0,0,0,0,0,0,0,0,0,0,0,0
CIT,1001,1001,533,1666,3281,984,336,488,60,162,103,300
CITED1,0,13,13,23,0,11,2,18,0,0,0,0
CITED2,2542,2184,3366,7543,3671,5426,2219,2727,1712,3814,6687,5788
CITED4,379,401,354,595,185,216,158,371,81,132,139,136
CIZ1,3489,3323,3000,7541,3343,3900,1438,3823,937,1596,2222,1918
CKAP2,10659,10693,4817,8606,5725,11491,740,1830,363,510,1624,617
CKAP2L,6420,6415,2485,8340,4979,5697,702,1942,229,689,1573,1215
CKAP2P1,0,0,0,0,0,0,0,0,0,0,0,0
CKAP4,426,232,590,1062,448,360,450,1086,42,1781,1860,1273
CKAP5,631,686,7650,860,661,359,2574,491,641,486,2342,204
CKB,734,603,178,2105,1133,907,151,280,409,367,422,516
CKBP1,0,0,0,0,0,0,0,0,0,0,0,0
CKLF,1095,649,1903,2388,1316,1044,287,729,254,652,428,427
CKLF-CMTM1,38,127,6,552,20,70,2,12,9,12,0,15
CKM,22,11,14,91,14,21,30,46,14,49,32,29
CKMT1A,1,0,0,2,0,0,0,0,1,0,2,3
CKMT1B,0,0,0,0,0,0,0,0,0,0,0,0
CKMT2,7,2,6,53,0,8,5,31,12,59,4,18
CKMT2-AS1,167,166,200,560,151,162,45,127,56,89,73,41
CKS1B,4220,4039,2917,10793,3199,3690,577,1170,370,785,617,567
CKS1BP1,3,1,0,0,0,2,2,0,0,0,0,2
CKS1BP2,61,48,36,133,43,39,6,13,3,9,9,10
CKS1BP3,115,85,62,256,72,65,21,20,7,17,12,14
CKS1BP5,0,0,0,0,0,0,0,0,0,0,0,0
CKS1BP6,0,0,0,0,0,0,0,0,0,0,0,0
CKS1BP7,0,1,0,7,1,0,0,0,0,0,0,0
CKS2,4871,4448,3899,13008,4512,5477,651,1374,430,934,848,926
CLASP1,54,49,38,134,20,41,49,110,17,30,39,42
CLASP2,1150,795,841,2270,1511,493,296,975,418,434,827,699
CLASRP,951,798,897,2982,660,945,385,1051,268,720,632,713
CLBA1,399,427,490,1757,543,570,328,882,196,650,321,499
CLC,0,0,0,0,0,0,0,0,0,0,0,0
CLCA1,9,2,0,0,0,2,0,0,0,0,0,0
CLCA2,16,11,35,97,22,55,6,8,13,24,33,42
CLCA3P,6,4,0,2,0,4,32,86,60,83,52,65
CLCA4,0,0,0,0,0,0,0,0,0,0,0,0
CLCC1,1655,2040,1216,2965,1623,1275,621,2155,678,1122,1904,848
CLCF1,1076,619,1199,2390,1020,1031,1176,2812,1639,1747,1421,1447
CLCN1,0,2,0,12,0,0,0,0,0,0,0,0
CLCN2,140,111,168,634,157,176,87,271,110,180,129,115
CLCN3,2218,3342,4055,6512,4279,4643,3570,8881,2911,5561,7622,5657
CLCN3P1,0,0,6,7,0,8,0,8,0,8,0,0
CLCN4,865,865,736,1952,925,876,200,508,108,214,168,237
CLCN5,307,159,486,393,184,427,55,97,61,128,140,73
CLCN6,270,317,189,1962,546,140,349,243,497,712,66,167
CLCN7,2982,1723,2258,5206,2135,3203,1768,4589,1066,1950,1507,2155
CLCNKA,0,0,0,0,0,0,0,0,0,4,0,0
CLCNKB,0,0,8,0,0,0,0,4,0,0,0,0
CLCP1,0,0,0,0,0,0,0,0,0,0,0,0
CLCP2,2,0,2,1,4,1,0,0,0,0,0,0
CLDN1,79,59,31,104,42,88,817,2542,3063,4106,8640,6278
CLDN10,0,2,3,31,0,2,0,0,0,0,0,0
CLDN10-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CLDN11,772,789,175,1324,403,596,582,1271,158,427,164,302
CLDN12,914,1166,1662,2381,1016,2275,1269,6057,2008,3651,4765,4889
CLDN14,0,6,29,21,20,18,22,20,99,29,73,52
CLDN15,143,90,170,519,143,168,29,179,69,166,97,101
CLDN16,0,0,0,2,0,6,0,0,14,18,30,14
CLDN17,0,0,0,0,0,0,0,0,2,0,0,0
CLDN18,0,0,11,27,0,15,0,11,0,4,8,4
CLDN19,0,0,0,0,0,0,0,0,0,0,0,0
CLDN2,7,8,2,13,2,2,2,4,0,0,0,0
CLDN20,0,0,0,2,3,0,0,5,0,0,3,0
CLDN22,67,0,0,0,0,0,0,0,15,0,0,0
CLDN23,170,125,61,187,151,159,279,629,215,350,497,476
CLDN24,4,4,3,5,5,3,4,7,1,2,3,1
CLDN25,0,0,0,0,0,0,0,0,0,0,0,0
CLDN3,0,0,6,4,0,2,2,1,0,2,0,2
CLDN34,0,0,2,2,0,2,0,0,0,0,0,0
CLDN4,71,38,22,3868,436,43,1434,3272,867,2511,306,655
CLDN5,8,0,2,10,4,11,8,7,2,2,8,3
CLDN6,0,0,0,9,3,10,0,6,0,0,0,0
CLDN7,92,74,85,265,67,92,168,250,202,258,53,84
CLDN8,0,0,0,0,0,0,0,0,0,0,0,2
CLDN9,0,0,0,0,1,0,0,0,0,0,0,0
CLDND1,2245,2295,1516,6146,1400,3482,2744,6996,2360,4461,5549,5070
CLDND2,13,5,20,88,11,10,0,4,2,6,4,3
CLEC10A,0,0,0,0,0,0,0,0,0,0,0,0
CLEC11A,513,1256,1155,2332,938,789,966,432,1222,1688,945,1544
CLEC12A,0,0,0,4,0,0,0,0,0,0,0,0
CLEC12A-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12B,0,0,0,0,0,0,0,0,0,0,0,0
CLEC14A,34,14,40,35,4,2,14,30,10,6,0,2
CLEC16A,162,353,319,649,222,371,178,620,220,174,360,82
CLEC17A,0,0,0,4,0,0,0,0,0,0,2,0
CLEC18A,11,12,7,13,10,15,4,19,2,7,4,5
CLEC18B,10,5,7,20,10,13,2,15,6,13,6,2
CLEC18C,4,6,0,10,4,9,2,16,2,4,2,3
CLEC19A,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,0,0,0,0,0,2,4,0,10,8,2
CLEC1B,0,0,0,0,0,0,0,0,0,0,0,0
CLEC20A,1,0,0,9,0,0,0,0,0,0,0,2
CLEC2A,0,0,0,0,0,0,0,0,0,0,0,0
CLEC2B,72,51,25,180,41,38,116,197,81,282,233,119
CLEC2D,109,80,107,272,52,93,60,123,63,115,87,101
CLEC2L,4,4,13,16,0,2,0,2,0,2,0,6
CLEC3A,0,0,0,0,0,0,0,0,0,0,0,0
